,abr_cd,abr_cdi,abr_nm,abr_c,abr_z,cd,ds,url
3565,10219,2201101,AVELINO LOPES,N,['0088'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10219-c0001-e000544-v.json
3566,10049,2201150,BAIXA GRANDE DO RIBEIRO,N,['0044'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10049-c0001-e000544-v.json
3567,10600,2201176,BARRA D&apos;ALCÂNTARA,N,['0048'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10600-c0001-e000544-v.json
3568,10235,2201200,BARRAS,N,['0006'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10235-c0001-e000544-v.json
3569,10251,2201309,BARREIRAS DO PIAUÍ,N,['0035'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10251-c0001-e000544-v.json
3570,10278,2201408,BARRO DURO,N,['0074'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10278-c0001-e000544-v.json
3571,10294,2201507,BATALHA,N,['0045'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10294-c0001-e000544-v.json
3572,10626,2201556,BELA VISTA DO PIAUÍ,N,['0037'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10626-c0001-e000544-v.json
3573,12335,2201572,BELÉM DO PIAUÍ,N,['0068'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12335-c0001-e000544-v.json
3574,10316,2201606,BENEDITINOS,N,['0047'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10316-c0001-e000544-v.json
3575,10332,2201705,BERTOLÍNIA,N,['0067'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10332-c0001-e000544-v.json
3576,12122,2201739,BETÂNIA DO PIAUÍ,N,['0038'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12122-c0001-e000544-v.json
3577,10669,2201770,BOA HORA,N,['0006'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10669-c0001-e000544-v.json
3578,10359,2201804,BOCAINA,N,['0028'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10359-c0001-e000544-v.json
3579,10375,2201903,BOM JESUS,N,['0015'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10375-c0001-e000544-v.json
3580,10065,2201919,BOM PRINCÍPIO DO PIAUÍ,N,['0033'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10065-c0001-e000544-v.json
3581,10081,2201929,BONFIM DO PIAUÍ,N,['0095'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10081-c0001-e000544-v.json
3582,12149,2201945,BOQUEIRÃO DO PIAUÍ,N,['0071'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12149-c0001-e000544-v.json
3583,10006,2201960,BRASILEIRA,N,['0011'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10006-c0001-e000544-v.json
3584,10642,2201988,BREJO DO PIAUÍ,N,['0036'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10642-c0001-e000544-v.json
3585,10391,2202000,BURITI DOS LOPES,N,['0033'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10391-c0001-e000544-v.json
3586,10103,2202026,BURITI DOS MONTES,N,['0034'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10103-c0001-e000544-v.json
3587,10120,2202059,CABECEIRAS DO PIAUÍ,N,['0006'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10120-c0001-e000544-v.json
3588,12343,2202075,CAJAZEIRAS DO PIAUÍ,N,['0094'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12343-c0001-e000544-v.json
3589,12572,2202083,CAJUEIRO DA PRAIA,N,['0091'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12572-c0001-e000544-v.json
3590,10146,2202091,CALDEIRÃO GRANDE DO PIAUÍ,N,['0040'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10146-c0001-e000544-v.json
3591,10413,2202109,CAMPINAS DO PIAUÍ,N,['0090'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10413-c0001-e000544-v.json
3592,12351,2202117,CAMPO ALEGRE DO FIDALGO,N,['0069'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12351-c0001-e000544-v.json
3593,10723,2202133,CAMPO GRANDE DO PIAUÍ,N,['0019'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10723-c0001-e000544-v.json
3594,10740,2202174,CAMPO LARGO DO PIAUÍ,N,['0049'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10740-c0001-e000544-v.json
3595,10430,2202208,CAMPO MAIOR,N,"['0007', '0096']",pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10430-c0001-e000544-v.json
3596,10162,2202251,CANAVIEIRA,N,['0025'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10162-c0001-e000544-v.json
3597,10456,2202307,CANTO DO BURITI,N,['0036'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10456-c0001-e000544-v.json
3598,10472,2202406,CAPITÃO DE CAMPOS,N,['0071'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10472-c0001-e000544-v.json
3599,10707,2202455,CAPITÃO GERVÁSIO OLIVEIRA,N,['0069'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10707-c0001-e000544-v.json
3600,10499,2202505,CARACOL,N,['0079'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10499-c0001-e000544-v.json
3601,12670,2202539,CARAÚBAS DO PIAUÍ,N,['0033'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12670-c0001-e000544-v.json
3602,12165,2202554,CARIDADE DO PIAUÍ,N,['0056'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12165-c0001-e000544-v.json
3603,10510,2202604,CASTELO DO PIAUÍ,N,['0034'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10510-c0001-e000544-v.json
3604,12688,2202653,CAXINGÓ,N,['0033'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12688-c0001-e000544-v.json
3605,10537,2202703,COCAL,N,['0053'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10537-c0001-e000544-v.json
3606,12360,2202711,COCAL DE TELHA,N,['0071'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12360-c0001-e000544-v.json
3607,12696,2202729,COCAL DOS ALVES,N,['0053'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12696-c0001-e000544-v.json
3608,10189,2202737,COIVARAS,N,['0032'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10189-c0001-e000544-v.json
3609,10200,2202752,COLÔNIA DO GURGUÉIA,N,['0067'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10200-c0001-e000544-v.json
3610,10227,2202778,COLÔNIA DO PIAUÍ,N,['0094'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10227-c0001-e000544-v.json
3611,10553,2202802,CONCEIÇÃO DO CANINDÉ,N,['0090'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10553-c0001-e000544-v.json
3612,10243,2202851,CORONEL JOSÉ DIAS,N,['0013'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10243-c0001-e000544-v.json
3613,10570,2202901,CORRENTE,N,['0022'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10570-c0001-e000544-v.json
3614,10596,2203008,CRISTALÂNDIA DO PIAUÍ,N,['0022'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10596-c0001-e000544-v.json
3615,10618,2203107,CRISTINO CASTRO,N,['0059'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10618-c0001-e000544-v.json
3616,10634,2203206,CURIMATÁ,N,['0026'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10634-c0001-e000544-v.json
3617,10766,2203230,CURRAIS,N,['0015'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10766-c0001-e000544-v.json
3618,12181,2203271,CURRAL NOVO DO PIAUÍ,N,['0056'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12181-c0001-e000544-v.json
3619,12580,2203255,CURRALINHOS,N,['0058'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12580-c0001-e000544-v.json
3620,10650,2203305,DEMERVAL LOBÃO,N,['0054'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10650-c0001-e000544-v.json
3621,12297,2203354,DIRCEU ARCOVERDE,N,['0095'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12297-c0001-e000544-v.json
3622,10677,2203404,DOM EXPEDITO LOPES,N,['0062'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10677-c0001-e000544-v.json
3623,10685,2203453,DOM INOCÊNCIO,N,['0013'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10685-c0001-e000544-v.json
3624,11410,2203420,DOMINGOS MOURÃO,N,['0012'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11410-c0001-e000544-v.json
3625,10693,2203503,ELESBÃO VELOSO,N,['0048'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10693-c0001-e000544-v.json
3626,10715,2203602,ELISEU MARTINS,N,['0067'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10715-c0001-e000544-v.json
3627,10731,2203701,ESPERANTINA,N,['0041'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10731-c0001-e000544-v.json
3628,10260,2203750,FARTURA DO PIAUÍ,N,['0095'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10260-c0001-e000544-v.json
3629,10758,2203800,FLORES DO PIAUÍ,N,['0072'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10758-c0001-e000544-v.json
3630,12637,2203859,FLORESTA DO PIAUÍ,N,['0090'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12637-c0001-e000544-v.json
3631,10774,2203909,FLORIANO,N,['0009'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10774-c0001-e000544-v.json
3632,10790,2204006,FRANCINÓPOLIS,N,['0048'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10790-c0001-e000544-v.json
3633,10812,2204105,FRANCISCO AYRES,N,['0061'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10812-c0001-e000544-v.json
3634,12378,2204154,FRANCISCO MACEDO,N,['0068'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12378-c0001-e000544-v.json
3635,10839,2204204,FRANCISCO SANTOS,N,['0028'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10839-c0001-e000544-v.json
3636,10855,2204303,FRONTEIRAS,N,['0040'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10855-c0001-e000544-v.json
3637,10782,2204352,GEMINIANO,N,['0062'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10782-c0001-e000544-v.json
3638,10871,2204402,GILBUÉS,N,['0035'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10871-c0001-e000544-v.json
3639,10898,2204501,GUADALUPE,N,['0046'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10898-c0001-e000544-v.json
3640,10804,2204550,GUARIBAS,N,['0079'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10804-c0001-e000544-v.json
3641,10910,2204600,HUGO NAPOLEÃO,N,['0052'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10910-c0001-e000544-v.json
3642,10820,2204659,ILHA GRANDE,N,['0004'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10820-c0001-e000544-v.json
3643,10936,2204709,INHUMA,N,['0064'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10936-c0001-e000544-v.json
3644,10952,2204808,IPIRANGA DO PIAUÍ,N,['0064'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10952-c0001-e000544-v.json
3645,10979,2204907,ISAÍAS COELHO,N,['0057'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10979-c0001-e000544-v.json
3646,10995,2205003,ITAINÓPOLIS,N,['0057'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10995-c0001-e000544-v.json
3647,11010,2205102,ITAUEIRA,N,['0072'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11010-c0001-e000544-v.json
3648,10286,2205151,JACOBINA DO PIAUÍ,N,['0038'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10286-c0001-e000544-v.json
3649,11037,2205201,JAICÓS,N,['0019'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11037-c0001-e000544-v.json
3650,10308,2205250,JARDIM DO MULATO,N,['0043'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10308-c0001-e000544-v.json
3651,12394,2205276,JATOBÁ DO PIAUÍ,N,['0007'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12394-c0001-e000544-v.json
3652,11053,2205300,JERUMENHA,N,['0025'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11053-c0001-e000544-v.json
3653,11070,2205409,JOAQUIM PIRES,N,['0041'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11070-c0001-e000544-v.json
3654,12408,2205458,JOCA MARQUES,N,['0027'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12408-c0001-e000544-v.json
3655,11096,2205508,JOSÉ DE FREITAS,N,['0024'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11096-c0001-e000544-v.json
3656,12386,2205359,JOÃO COSTA,N,['0020'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12386-c0001-e000544-v.json
3657,12416,2205516,JUAZEIRO DO PIAUÍ,N,['0034'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12416-c0001-e000544-v.json
3658,10847,2205532,JUREMA,N,['0079'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10847-c0001-e000544-v.json
3659,12203,2205524,JÚLIO BORGES,N,['0088'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12203-c0001-e000544-v.json
3660,10324,2205557,LAGOA ALEGRE,N,['0016'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10324-c0001-e000544-v.json
3661,10863,2205573,LAGOA DE SÃO FRANCISCO,N,['0012'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10863-c0001-e000544-v.json
3662,10340,2205565,LAGOA DO BARRO DO PIAUÍ,N,['0069'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10340-c0001-e000544-v.json
3663,12424,2205581,LAGOA DO PIAUÍ,N,['0054'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12424-c0001-e000544-v.json
3664,12220,2205599,LAGOA DO SÍTIO,N,['0089'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12220-c0001-e000544-v.json
3665,12432,2205540,LAGOINHA DO PIAUÍ,N,['0052'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12432-c0001-e000544-v.json
3666,11118,2205607,LANDRI SALES,N,['0046'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11118-c0001-e000544-v.json
3667,11134,2205706,LUIS CORREIA,N,['0091'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11134-c0001-e000544-v.json
3668,11150,2205805,LUZILÂNDIA,N,['0027'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11150-c0001-e000544-v.json
3669,12440,2205854,MADEIRO,N,['0027'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12440-c0001-e000544-v.json
3670,11177,2205904,MANOEL EMÍDIO,N,['0067'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11177-c0001-e000544-v.json
3671,10367,2205953,MARCOLÂNDIA,N,['0068'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10367-c0001-e000544-v.json
3672,11193,2206001,MARCOS PARENTE,N,['0046'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11193-c0001-e000544-v.json
3673,12467,2206050,MASSAPÊ DO PIAUÍ,N,['0019'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12467-c0001-e000544-v.json
3674,11215,2206100,MATIAS OLÍMPIO,N,['0080'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11215-c0001-e000544-v.json
3675,11231,2206209,MIGUEL ALVES,N,['0017'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11231-c0001-e000544-v.json
3676,11258,2206308,MIGUEL LEÃO,N,['0058'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11258-c0001-e000544-v.json
3677,12246,2206357,MILTON BRANDÃO,N,['0012'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12246-c0001-e000544-v.json
3678,11274,2206407,MONSENHOR GIL,N,['0058'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11274-c0001-e000544-v.json
3679,11290,2206506,MONSENHOR HIPÓLITO,N,['0028'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11290-c0001-e000544-v.json
3680,11312,2206605,MONTE ALEGRE DO PIAUÍ,N,['0035'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11312-c0001-e000544-v.json
3681,10880,2206654,MORRO CABEÇA NO TEMPO,N,['0088'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10880-c0001-e000544-v.json
3682,12459,2206670,MORRO DO CHAPÉU DO PIAUÍ,N,['0041'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12459-c0001-e000544-v.json
3683,12475,2206696,MURICI DOS PORTELAS,N,['0033'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12475-c0001-e000544-v.json
3684,11339,2206704,NAZARÉ DO PIAUÍ,N,['0061'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11339-c0001-e000544-v.json
3685,12726,2206720,NAZÁRIA,N,['0097'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12726-c0001-e000544-v.json
3686,10928,2206753,NOSSA SENHORA DE NAZARÉ,N,['0096'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10928-c0001-e000544-v.json
3687,11355,2206803,NOSSA SENHORA DOS REMÉDIOS,N,['0049'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11355-c0001-e000544-v.json
3688,10960,2207959,NOVA SANTA RITA,N,['0069'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10960-c0001-e000544-v.json
3689,11371,2206902,NOVO ORIENTE DO PIAUÍ,N,['0018'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11371-c0001-e000544-v.json
3690,10901,2206951,NOVO SANTO ANTÔNIO,N,['0047'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10901-c0001-e000544-v.json
3691,11398,2207009,OEIRAS,N,['0005'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11398-c0001-e000544-v.json
3692,12483,2207108,OLHO D&apos;ÁGUA DO PIAUÍ,N,['0052'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12483-c0001-e000544-v.json
3693,11436,2207207,PADRE MARCOS,N,['0068'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11436-c0001-e000544-v.json
3694,11452,2207306,PAES LANDIM,N,['0037'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11452-c0001-e000544-v.json
3695,12262,2207355,PAJEÚ DO PIAUÍ,N,['0036'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12262-c0001-e000544-v.json
3696,11479,2207405,PALMEIRA DO PIAUÍ,N,['0059'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11479-c0001-e000544-v.json
3697,11495,2207504,PALMEIRAIS,N,['0008'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11495-c0001-e000544-v.json
3698,10944,2207553,PAQUETÁ,N,['0010'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10944-c0001-e000544-v.json
3699,11517,2207603,PARNAGUÁ,N,['0026'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11517-c0001-e000544-v.json
3700,11533,2207702,PARNAÍBA,N,"['0003', '0004']",pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11533-c0001-e000544-v.json
3701,10405,2207751,PASSAGEM FRANCA DO PIAUÍ,N,['0074'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10405-c0001-e000544-v.json
3702,10383,2207777,PATOS DO PIAUÍ,N,['0019'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10383-c0001-e000544-v.json
3703,12718,2207793,PAU D&apos;ARCO DO PIAUÍ,N,['0032'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12718-c0001-e000544-v.json
3704,11550,2207801,PAULISTANA,N,['0038'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11550-c0001-e000544-v.json
3705,12289,2207850,PAVUSSU,N,['0072'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12289-c0001-e000544-v.json
3706,11576,2207900,PEDRO II,N,['0012'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11576-c0001-e000544-v.json
3707,12491,2207934,PEDRO LAURENTINO,N,['0069'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12491-c0001-e000544-v.json
3708,11592,2208007,PICOS,N,['0010'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11592-c0001-e000544-v.json
3709,11614,2208106,PIMENTEIRAS,N,['0089'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11614-c0001-e000544-v.json
3710,11630,2208205,PIO IX,N,['0029'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11630-c0001-e000544-v.json
3711,11657,2208304,PIRACURUCA,N,['0021'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11657-c0001-e000544-v.json
3712,11673,2208403,PIRIPIRI,N,['0011'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11673-c0001-e000544-v.json
3713,11690,2208502,PORTO,N,['0049'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11690-c0001-e000544-v.json
3714,12599,2208551,PORTO ALEGRE DO PIAUÍ,N,['0014'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12599-c0001-e000544-v.json
3715,11711,2208601,PRATA DO PIAUÍ,N,['0074'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11711-c0001-e000544-v.json
3716,10421,2208650,QUEIMADA NOVA,N,['0038'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi10421-c0001-e000544-v.json
3717,11738,2208700,REDENÇÃO DO GURGUÉIA,N,['0015'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11738-c0001-e000544-v.json
3718,11754,2208809,REGENERAÇÃO,N,['0043'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi11754-c0001-e000544-v.json
3719,12300,2208858,RIACHO FRIO,N,['0026'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12300-c0001-e000544-v.json
3720,12602,2208874,RIBEIRA DO PIAUÍ,N,['0072'],pi,PIAUÍ,https://resultados.tse.jus.br/oficial/ele2022/544/dados/pi/pi12602-c0001-e000544-v.json
