,abr_cd,abr_cdi,abr_nm,abr_c,abr_z,cd,ds,url
1805,41190,3106002,BELA VISTA DE MINAS,N,['0193'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41190-c0001-e000544-v.json
1806,41211,3106101,BELMIRO BRAGA,N,['0173'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41211-c0001-e000544-v.json
1807,41238,3106200,BELO HORIZONTE,S,"['0028', '0038', '0334', '0037', '0030', '0034', '0035', '0036', '0331', '0333', '0032', '0033', '0026', '0027', '0332', '0029', '0031', '0039']",mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41238-c0001-e000544-v.json
1808,41254,3106309,BELO ORIENTE,N,['0176'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41254-c0001-e000544-v.json
1809,41270,3106408,BELO VALE,N,['0338'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41270-c0001-e000544-v.json
1810,41297,3106507,BERILO,N,['0177'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41297-c0001-e000544-v.json
1811,41726,3106655,BERIZAL,N,['0266'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41726-c0001-e000544-v.json
1812,41319,3106606,BERTÓPOLIS,N,['0004'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41319-c0001-e000544-v.json
1813,41335,3106705,BETIM,N,"['0316', '0319']",mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41335-c0001-e000544-v.json
1814,41351,3106804,BIAS FORTES,N,['0024'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41351-c0001-e000544-v.json
1815,41378,3106903,BICAS,N,['0042'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41378-c0001-e000544-v.json
1816,41394,3107000,BIQUINHAS,N,['0001'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41394-c0001-e000544-v.json
1817,41416,3107109,BOA ESPERANÇA,N,['0043'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41416-c0001-e000544-v.json
1818,41432,3107208,BOCAINA DE MINAS,N,['0306'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41432-c0001-e000544-v.json
1819,41459,3107307,BOCAIÚVA,N,['0044'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41459-c0001-e000544-v.json
1820,41475,3107406,BOM DESPACHO,N,['0045'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41475-c0001-e000544-v.json
1821,41491,3107505,BOM JARDIM DE MINAS,N,['0240'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41491-c0001-e000544-v.json
1822,41513,3107604,BOM JESUS DA PENHA,N,['0195'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41513-c0001-e000544-v.json
1823,41530,3107703,BOM JESUS DO AMPARO,N,['0022'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41530-c0001-e000544-v.json
1824,41556,3107802,BOM JESUS DO GALHO,N,['0072'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41556-c0001-e000544-v.json
1825,41572,3107901,BOM REPOUSO,N,['0059'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41572-c0001-e000544-v.json
1826,41599,3108008,BOM SUCESSO,N,['0046'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41599-c0001-e000544-v.json
1827,41610,3108107,BONFIM,N,['0047'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41610-c0001-e000544-v.json
1828,41637,3108206,BONFINÓPOLIS DE MINAS,N,['0329'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41637-c0001-e000544-v.json
1829,41742,3108255,BONITO DE MINAS,N,['0148'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41742-c0001-e000544-v.json
1830,41653,3108305,BORDA DA MATA,N,['0227'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41653-c0001-e000544-v.json
1831,41670,3108404,BOTELHOS,N,['0055'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41670-c0001-e000544-v.json
1832,41696,3108503,BOTUMIRIM,N,['0120'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41696-c0001-e000544-v.json
1833,40045,3108552,BRASILÂNDIA DE MINAS,N,['0151'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg40045-c0001-e000544-v.json
1834,41718,3108602,BRASÍLIA DE MINAS,N,['0050'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41718-c0001-e000544-v.json
1835,41777,3108909,BRAZÓPOLIS,N,['0051'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41777-c0001-e000544-v.json
1836,41750,3108800,BRAÚNAS,N,['0176'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41750-c0001-e000544-v.json
1837,41793,3109006,BRUMADINHO,N,['0052'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41793-c0001-e000544-v.json
1838,41734,3108701,BRÁS PIRES,N,['0261'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41734-c0001-e000544-v.json
1839,41815,3109105,BUENO BRANDÃO,N,['0183'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41815-c0001-e000544-v.json
1840,41831,3109204,BUENÓPOLIS,N,['0054'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41831-c0001-e000544-v.json
1841,41769,3109253,BUGRE,N,['0131'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41769-c0001-e000544-v.json
1842,41858,3109303,BURITIS,N,['0324'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41858-c0001-e000544-v.json
1843,41874,3109402,BURITIZEIRO,N,['0218'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41874-c0001-e000544-v.json
1844,41785,3109451,CABECEIRA GRANDE,N,['0280'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41785-c0001-e000544-v.json
1845,41890,3109501,CABO VERDE,N,['0055'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41890-c0001-e000544-v.json
1846,41912,3109600,CACHOEIRA DA PRATA,N,['0322'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41912-c0001-e000544-v.json
1847,41939,3109709,CACHOEIRA DE MINAS,N,['0300'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41939-c0001-e000544-v.json
1848,40533,3102704,CACHOEIRA DE PAJEÚ,N,['0213'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg40533-c0001-e000544-v.json
1849,41955,3109808,CACHOEIRA DOURADA,N,['0302'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41955-c0001-e000544-v.json
1850,41971,3109907,CAETANÓPOLIS,N,['0206'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41971-c0001-e000544-v.json
1851,41998,3110004,CAETÉ,N,['0056'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41998-c0001-e000544-v.json
1852,42013,3110103,CAIANA,N,['0303'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42013-c0001-e000544-v.json
1853,42030,3110202,CAJURI,N,['0282'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42030-c0001-e000544-v.json
1854,42056,3110301,CALDAS,N,['0345'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42056-c0001-e000544-v.json
1855,42072,3110400,CAMACHO,N,['0296'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42072-c0001-e000544-v.json
1856,42099,3110509,CAMANDUCAIA,N,['0058'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42099-c0001-e000544-v.json
1857,42137,3110707,CAMBUQUIRA,N,['0061'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42137-c0001-e000544-v.json
1858,42110,3110608,CAMBUÍ,N,['0059'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42110-c0001-e000544-v.json
1859,42170,3110905,CAMPANHA,N,['0061'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42170-c0001-e000544-v.json
1860,42153,3110806,CAMPANÁRIO,N,['0136'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42153-c0001-e000544-v.json
1861,42196,3111002,CAMPESTRE,N,['0222'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42196-c0001-e000544-v.json
1862,42218,3111101,CAMPINA VERDE,N,['0229'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42218-c0001-e000544-v.json
1863,41807,3111150,CAMPO AZUL,N,['0050'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41807-c0001-e000544-v.json
1864,42234,3111200,CAMPO BELO,N,['0064'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42234-c0001-e000544-v.json
1865,42250,3111309,CAMPO DO MEIO,N,['0065'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42250-c0001-e000544-v.json
1866,42277,3111408,CAMPO FLORIDO,N,['0326'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42277-c0001-e000544-v.json
1867,42293,3111507,CAMPOS ALTOS,N,['0327'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42293-c0001-e000544-v.json
1868,42315,3111606,CAMPOS GERAIS,N,['0065'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42315-c0001-e000544-v.json
1869,42374,3111903,CANA VERDE,N,['0216'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42374-c0001-e000544-v.json
1870,42331,3111705,CANAÃ,N,['0107'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42331-c0001-e000544-v.json
1871,42390,3112000,CANDEIAS,N,['0296'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42390-c0001-e000544-v.json
1872,41823,3112059,CANTAGALO,N,['0257'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41823-c0001-e000544-v.json
1873,42358,3111804,CANÁPOLIS,N,['0302'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42358-c0001-e000544-v.json
1874,42412,3112109,CAPARAÓ,N,['0303'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42412-c0001-e000544-v.json
1875,42439,3112208,CAPELA NOVA,N,['0068'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42439-c0001-e000544-v.json
1876,42455,3112307,CAPELINHA,N,['0067'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42455-c0001-e000544-v.json
1877,42471,3112406,CAPETINGA,N,['0127'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42471-c0001-e000544-v.json
1878,42498,3112505,CAPIM BRANCO,N,['0174'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42498-c0001-e000544-v.json
1879,42510,3112604,CAPINÓPOLIS,N,['0302'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42510-c0001-e000544-v.json
1880,40061,3112653,CAPITÃO ANDRADE,N,['0138'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg40061-c0001-e000544-v.json
1881,42536,3112703,CAPITÃO ENÉAS,N,['0115'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42536-c0001-e000544-v.json
1882,42552,3112802,CAPITÓLIO,N,['0220'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42552-c0001-e000544-v.json
1883,42579,3112901,CAPUTIRA,N,['0002'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42579-c0001-e000544-v.json
1884,42617,3113107,CARANAÍBA,N,['0068'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42617-c0001-e000544-v.json
1885,42633,3113206,CARANDAÍ,N,['0068'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42633-c0001-e000544-v.json
1886,42650,3113305,CARANGOLA,N,['0069'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42650-c0001-e000544-v.json
1887,42676,3113404,CARATINGA,N,"['0072', '0071']",mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42676-c0001-e000544-v.json
1888,42595,3113008,CARAÍ,N,['0196'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42595-c0001-e000544-v.json
1889,42692,3113503,CARBONITA,N,['0135'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42692-c0001-e000544-v.json
1890,42714,3113602,CAREAÇU,N,['0253'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42714-c0001-e000544-v.json
1891,42730,3113701,CARLOS CHAGAS,N,['0073'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42730-c0001-e000544-v.json
1892,42773,3113909,CARMO DA CACHOEIRA,N,['0281'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42773-c0001-e000544-v.json
1893,42790,3114006,CARMO DA MATA,N,['0197'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42790-c0001-e000544-v.json
1894,42811,3114105,CARMO DE MINAS,N,['0259'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42811-c0001-e000544-v.json
1895,42838,3114204,CARMO DO CAJURU,N,['0287'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42838-c0001-e000544-v.json
1896,42854,3114303,CARMO DO PARANAÍBA,N,['0076'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42854-c0001-e000544-v.json
1897,42870,3114402,CARMO DO RIO CLARO,N,['0077'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42870-c0001-e000544-v.json
1898,42757,3113800,CARMÉSIA,N,['0113'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42757-c0001-e000544-v.json
1899,42897,3114501,CARMÓPOLIS DE MINAS,N,['0208'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42897-c0001-e000544-v.json
1900,40088,3114550,CARNEIRINHO,N,['0142'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg40088-c0001-e000544-v.json
1901,42919,3114600,CARRANCAS,N,['0343'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42919-c0001-e000544-v.json
1902,42951,3114808,CARVALHOS,N,['0006'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42951-c0001-e000544-v.json
1903,42935,3114709,CARVALHÓPOLIS,N,['0164'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42935-c0001-e000544-v.json
1904,42978,3114907,CASA GRANDE,N,['0088'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42978-c0001-e000544-v.json
1905,42994,3115003,CASCALHO RICO,N,['0110'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg42994-c0001-e000544-v.json
1906,43052,3115300,CATAGUASES,N,['0079'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43052-c0001-e000544-v.json
1907,41840,3115359,CATAS ALTAS,N,['0245'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41840-c0001-e000544-v.json
1908,43079,3115409,CATAS ALTAS DA NORUEGA,N,['0087'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43079-c0001-e000544-v.json
1909,40100,3115458,CATUJI,N,['0196'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg40100-c0001-e000544-v.json
1910,41866,3115474,CATUTI,N,['0226'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41866-c0001-e000544-v.json
1911,43095,3115508,CAXAMBU,N,['0080'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43095-c0001-e000544-v.json
1912,43117,3115607,CEDRO DO ABAETÉ,N,['0001'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43117-c0001-e000544-v.json
1913,43133,3115706,CENTRAL DE MINAS,N,['0169'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43133-c0001-e000544-v.json
1914,43150,3115805,CENTRALINA,N,['0302'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43150-c0001-e000544-v.json
1915,43192,3116001,CHALÉ,N,['0158'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43192-c0001-e000544-v.json
1916,43214,3116100,CHAPADA DO NORTE,N,['0177'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43214-c0001-e000544-v.json
1917,41882,3116159,CHAPADA GAÚCHA,N,['0320'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41882-c0001-e000544-v.json
1918,43230,3116209,CHIADOR,N,['0170'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43230-c0001-e000544-v.json
1919,43176,3115904,CHÁCARA,N,['0042'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43176-c0001-e000544-v.json
1920,43257,3116308,CIPOTÂNEA,N,['0011'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43257-c0001-e000544-v.json
1921,43273,3116407,CLARAVAL,N,['0127'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43273-c0001-e000544-v.json
1922,43290,3116506,CLARO DOS POÇÕES,N,['0184'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43290-c0001-e000544-v.json
1923,43311,3116605,CLÁUDIO,N,['0081'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43311-c0001-e000544-v.json
1924,43338,3116704,COIMBRA,N,['0282'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43338-c0001-e000544-v.json
1925,43354,3116803,COLUNA,N,['0257'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43354-c0001-e000544-v.json
1926,43370,3116902,COMENDADOR GOMES,N,['0297'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43370-c0001-e000544-v.json
1927,43397,3117009,COMERCINHO,N,['0175'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43397-c0001-e000544-v.json
1928,43419,3117108,CONCEIÇÃO DA APARECIDA,N,['0077'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43419-c0001-e000544-v.json
1929,43036,3115201,CONCEIÇÃO DA BARRA DE MINAS,N,['0328'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43036-c0001-e000544-v.json
1930,43451,3117306,CONCEIÇÃO DAS ALAGOAS,N,['0082'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43451-c0001-e000544-v.json
1931,43435,3117207,CONCEIÇÃO DAS PEDRAS,N,['0099'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43435-c0001-e000544-v.json
1932,43478,3117405,CONCEIÇÃO DE IPANEMA,N,['0129'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43478-c0001-e000544-v.json
1933,43494,3117504,CONCEIÇÃO DO MATO DENTRO,N,['0083'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43494-c0001-e000544-v.json
1934,43516,3117603,CONCEIÇÃO DO PARÁ,N,['0219'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43516-c0001-e000544-v.json
1935,43532,3117702,CONCEIÇÃO DO RIO VERDE,N,['0080'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43532-c0001-e000544-v.json
1936,43559,3117801,CONCEIÇÃO DOS OUROS,N,['0300'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43559-c0001-e000544-v.json
1937,41920,3117876,CONFINS,N,['0215'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg41920-c0001-e000544-v.json
1938,43575,3117900,CONGONHAL,N,['0227'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43575-c0001-e000544-v.json
1939,43591,3118007,CONGONHAS,N,['0085'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43591-c0001-e000544-v.json
1940,43613,3118106,CONGONHAS DO NORTE,N,['0083'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43613-c0001-e000544-v.json
1941,43630,3118205,CONQUISTA,N,['0326'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43630-c0001-e000544-v.json
1942,43656,3118304,CONSELHEIRO LAFAIETE,N,['0087'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43656-c0001-e000544-v.json
1943,43672,3118403,CONSELHEIRO PENA,N,['0089'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43672-c0001-e000544-v.json
1944,43699,3118502,CONSOLAÇÃO,N,['0205'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43699-c0001-e000544-v.json
1945,43710,3118601,CONTAGEM,N,"['0091', '0093', '0313', '0090']",mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43710-c0001-e000544-v.json
1946,43737,3118700,COQUEIRAL,N,['0192'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43737-c0001-e000544-v.json
1947,43753,3118809,CORAÇÃO DE JESUS,N,['0094'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43753-c0001-e000544-v.json
1948,43770,3118908,CORDISBURGO,N,['0206'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43770-c0001-e000544-v.json
1949,43796,3119005,CORDISLÂNDIA,N,['0253'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43796-c0001-e000544-v.json
1950,43818,3119104,CORINTO,N,['0095'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43818-c0001-e000544-v.json
1951,43834,3119203,COROACI,N,['0212'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43834-c0001-e000544-v.json
1952,43850,3119302,COROMANDEL,N,['0096'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43850-c0001-e000544-v.json
1953,43877,3119401,CORONEL FABRICIANO,N,['0097'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43877-c0001-e000544-v.json
1954,43893,3119500,CORONEL MURTA,N,['0015'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43893-c0001-e000544-v.json
1955,43915,3119609,CORONEL PACHECO,N,['0235'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43915-c0001-e000544-v.json
1956,43931,3119708,CORONEL XAVIER CHAVES,N,['0232'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg43931-c0001-e000544-v.json
1957,44016,3120102,COUTO DE MAGALHÃES DE MINAS,N,['0101'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg44016-c0001-e000544-v.json
1958,44032,3120201,CRISTAIS,N,['0064'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg44032-c0001-e000544-v.json
1959,44075,3120409,CRISTIANO OTONI,N,['0088'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg44075-c0001-e000544-v.json
1960,44091,3120508,CRISTINA,N,['0099'],mg,MINAS GERAIS,https://resultados.tse.jus.br/oficial/ele2022/544/dados/mg/mg44091-c0001-e000544-v.json
